ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
8E9C,Janaina Karina de Maia,Feminino,18,Branco,Ensino Superior,SP,,Recursos Humanos,Analista Pleno
E88D,Monique Luara Shoarn,Feminino,20,Branco,Ensino Superior,GO,2,Contabilidade,Analista Junior
B3FB,Orlando de Pereira,Masculino,25,Branco,Pos graduacao,RO,7,Compras,Analista Junior
E6F6,Iago Joao de Oliveira Trevisan,Masculino,27,Pardo,Ensino Superior,DF,4,Compras,Analista Junior
88DD,Renato Oearn Valente de Assis,Masculino,37,Branco,Mestrado,MG,,Marketing,Analista Junior
09D1,Demilson Gustavo de Sales,Masculino,21,Pardo,Ensino Superior,AM,4,Operacoes,Analista Pleno
9C59,Altino Sergio Ueson Seixas,Masculino,19,Pardo,Pos graduacao,MG,4,Contabilidade,Gerente
807E,Osvaldo Murilo de Queiroz dos Santos,Masculino,32,Preto,Ensino Superior,TO,7,Contabilidade,Gerente
FD2D,Giovanni Felipe de Carvalho Broaplaov Zugato,Masculino,41,Pardo,Ensino Superior,GO,4,Vendas,Gerente
C672,Reginaldo Everaldo de Palhares,Masculino,32,Branco,Ensino Superior,RR,7,Operacoes,Gerente
5FD2,Adilson Umseman Prorneim,Masculino,19,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
64D7,"A,ngelo Aureo da Silva Luaer Blifurui",Masculino,24,Branco,Ensino Superior,GO,5,Administrativo,Analista Junior
8AD6,Rai Elano da Silva,Masculino,48,Branco,Ensino Superior,AM,3,Compras,Analista Senior
D308,Caio Geraldo de Pinheiro Anaeli Junior,Masculino,34,Branco,Ensino Superior,MT,5,Compras,Analista Junior
9458,Simao de Malta Sume,Masculino,20,Pardo,Ensino Superior,PR,3,Operacoes,Analista Pleno
842F,Joyce Taina Riho,Feminino,32,Branco,Ensino Superior,SP,8,TI,Gerente
49C7,Silvair de Farias,Masculino,32,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
34B8,Sonia Castelo Branco de Albuquerque,Feminino,24,Pardo,Doutorado,MG,0,Operacoes,Analista Junior
8D5A,Olavo Fabiano de Cardozo Eshe,Masculino,24,Preto,Doutorado,PA,5,Recursos Humanos,Analista Junior
206C,Marciano Luciano de Meireles,Masculino,37,Pardo,Ensino Superior,RR,3,Recursos Humanos,Analista Junior
5395,Wilson Ride de Souza,Masculino,35,Branco,Ensino Superior,MG,5,Compras,Analista Junior
FC0B,Anderson de Moreira,Masculino,18,Branco,Ensino Superior,RJ,,Administrativo,Analista Pleno
C8A3,Aurelio Avelino de Menezes Osono,Masculino,19,Branco,Ensino Superior,PR,,Operacoes,Estagiario
5A18,Raul Espada,Masculino,19,Branco,Doutorado,RS,,Contabilidade,Analista Senior
2158,Oseas Patrick de Madureira da Silva,Masculino,36,Branco,Ensino Superior,RN,11,Recursos Humanos,Analista Junior
8CC3,Lilian Iupeson de Souza,Feminino,36,Branco,Pos graduacao,SC,,Recursos Humanos,Analista Senior
1105,Mateus Max da Cunha de Muniz,Masculino,47,Preto,Ensino Superior,RS,8,Marketing,Analista Pleno
D785,Ligia Razodivic do Parana,Feminino,19,Branco,Ensino Superior,PE,4,Operacoes,Analista Junior
4F4C,Rodrigo Fernando de Munhoz Junior,Masculino,24,Branco,Pos graduacao,MG,6,Operacoes,Analista Pleno
59AD,Aureo Leopoldo de Viana Xuozbre,Masculino,35,Branco,Ensino Superior,RS,5,Administrativo,Analista Pleno
FFAA,Augusto Antonio Breshiul,Masculino,48,Pardo,Ensino Superior,CE,5,Marketing,Analista Junior
9112,Asis Neto de Tavares,Feminino,24,Branco,Ensino Superior,SP,5,Contabilidade,Analista Junior
5CC5,Marcelo Caio de Aguiar Kluspisman,Masculino,20,Branco,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Junior
90A6,Albino de Barboza,Masculino,38,Pardo,Doutorado,GO,14,Contabilidade,Analista Pleno
71A5,Gilson Martin de Siqueira,Masculino,21,Pardo,Ensino Superior,RJ,0,Compras,Analista Pleno
C6EE,Dilma Maisa de Souza,Feminino,26,Pardo,Ensino Superior,PA,10,Contabilidade,Analista Junior
87E7,Frederico Michel de Ferraz Gomes,Masculino,31,Branco,Ensino Superior,SP,4,Operacoes,Analista Senior
12C6,Francisco Armando dos Santos da Silva,Masculino,35,Pardo,Ensino Superior,RN,6,Administrativo,Analista Pleno
10A8,Romildo de Ayres Pyvoman,Masculino,37,Branco,Ensino Superior,MG,6,Administrativo,Analista Junior
5DF4,Kelly Aorn,Feminino,22,Branco,Ensino Medio,SP,6,Contabilidade,Analista Junior
735A,Albino Kraplurni,Masculino,22,Pardo,Doutorado,BA,4,Compras,Analista Senior
8193,Fabio de Antunes Junior,Masculino,19,Preto,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
2CF6,Karl de Sao Pedro Poaeson,Masculino,33,Pardo,Pos graduacao,CE,9,Recursos Humanos,Analista Senior
C54E,Isac Boris Portugal,Masculino,28,Pardo,Ensino Superior,PE,6,Desenvolvimento de Produtos,Analista Pleno
CE8A,Edivaldo Abilio da Silva,Masculino,44,Branco,Ensino Medio,MG,2,Compras,Analista Pleno
F97A,Nathan de Machado,Masculino,31,Branco,Pos graduacao,SP,8,Operacoes,Analista Pleno
4EEB,Bartolomeu Altino Thottio de Macedo,Masculino,21,Pardo,Ensino Superior,RR,5,TI,Analista Pleno
3614,Boris Pablo da Silva,Masculino,30,Branco,Pos graduacao,GO,4,Desenvolvimento de Produtos,Analista Senior
AB2F,"A,ngelo Oifem Ysiruo",Masculino,20,Pardo,Pos graduacao,DF,0,Compras,Analista Pleno
42BD,Selma Uonlivic Alrom,Feminino,21,Pardo,Ensino Superior,RS,6,Administrativo,Analista Pleno
08DF,Alessandre Helder Guedes Junior,Masculino,20,Pardo,Ensino Superior,AC,5,Operacoes,Analista Junior
7D65,Sandra de Paranhos Penedo,Feminino,30,Preto,Ensino Superior,PE,3,Contabilidade,Analista Senior
BDE5,Luara de Pereira,Feminino,21,Preto,Pos graduacao,SP,2,Marketing,Estagiario
F1D5,Jardel Tulio Cavalcante Rogope de Rezende,Masculino,26,Pardo,Ensino Superior,AC,5,Operacoes,Analista Senior
DC37,Aldo Cleber Meizvic de Alvares Pazmysan,Masculino,34,Branco,Ensino Superior,PB,6,Contabilidade,Analista Junior
6C2D,Alessandre de Braga Ozproulern,Masculino,25,Branco,Ensino Superior,MG,0,Operacoes,Analista Junior
3491,Gabriel Luigi Krunsazson,Masculino,25,Pardo,Ensino Superior,PB,6,Compras,Analista Senior
6CDB,Fabiano Chico Pororn Junior,Masculino,19,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Pleno
9E2A,Francielle de Ayres,Feminino,24,Indigena,Ensino Superior,SE,2,Administrativo,Analista Senior
03E0,Mariano Arthur de Lemes Mizu,Masculino,22,Branco,Ensino Superior,SC,2,Recursos Humanos,Analista Senior
9880,Reginaldo Vernocirntas Junior,Masculino,24,Pardo,Ensino Superior,PI,9,Administrativo,Gerente
AAC0,Jackson Elias Lesozson de Souza Trevisan,Masculino,35,Branco,Ensino Superior,MA,10,Operacoes,Analista Pleno
2634,Fabricio Urndil Preto,Masculino,29,Pardo,Ensino Medio,PI,0,Administrativo,Gerente
20B5,Suely Aline de Alvares dos Santos Yoruda,Feminino,23,Preto,Pos graduacao,PA,2,Marketing,Analista Senior
B6C3,Matilde Eulalia Jisuwa Plago,Feminino,21,Pardo,Pos graduacao,AP,6,Vendas,Analista Junior
481A,Junior Washington Teles Pimenta Tristao Junior,Masculino,22,Branco,Mestrado,AP,0,Desenvolvimento de Produtos,Analista Pleno
029D,Osvaldo dos Santos Veoman Junior,Masculino,34,Branco,Pos graduacao,SE,7,Operacoes,Analista Pleno
3775,Alessandra Samanta Laruly Gonplulson de Toledo,Feminino,30,Pardo,Doutorado,MG,10,Marketing,Analista Junior
1E2C,Thiago Dretya,Masculino,24,Branco,Doutorado,MG,6,Administrativo,Analista Junior
20CF,Benjamin de Assis,Masculino,34,Pardo,Mestrado,CE,5,Recursos Humanos,Gerente
49EC,Olavo Ismael do Parana de Brandao,Masculino,30,Preto,Ensino Superior,GO,11,Vendas,Analista Pleno
89A6,Ramon Kevin de Souza Bapete Trevisan,Masculino,35,Branco,Ensino Superior,MA,10,Administrativo,Analista Pleno
3136,Paula Mehiyuo Banhos Tiaen,Feminino,37,Branco,Ensino Superior,GO,5,Recursos Humanos,Analista Junior
C6B9,Davi Marciano Pimenta Junior,Masculino,31,Branco,Doutorado,SP,7,TI,Analista Junior
7B91,Heron de Castro,Masculino,36,Branco,Ensino Superior,MG,4,Vendas,Analista Senior
4674,Everton de Noronha Dekaho,Masculino,29,Pardo,Ensino Superior,SC,8,Vendas,Analista Pleno
E641,Avelino de Freitas Gomes,Masculino,24,Pardo,Mestrado,SC,1,Operacoes,Analista Pleno
1ACB,Alberto Manoel da Cunha de Franca Gaya,Masculino,25,Pardo,Ensino Superior,SC,,Desenvolvimento de Produtos,Analista Junior
11BB,Aurelio Otavio Gomes,Masculino,38,Branco,Mestrado,PE,,Marketing,Gerente
4CAE,Marilucia de Souza,Feminino,33,Pardo,Ensino Superior,TO,2,Contabilidade,Analista Pleno
DC13,Simao Doalan Cournson,Masculino,23,Branco,Mestrado,SC,6,Operacoes,Analista Junior
943C,Arthur Buim,Masculino,37,Branco,Pos graduacao,RO,5,Contabilidade,Analista Junior
5561,Laura Pinhao,Feminino,23,Branco,Ensino Superior,MT,4,Recursos Humanos,Analista Pleno
DA7C,Ricardo Marco de Muniz Brizdenan,Masculino,31,Pardo,Mestrado,SE,10,Desenvolvimento de Produtos,Analista Pleno
DE01,Rodrigo Osvaldo Schmidt Syeo,Masculino,41,Preto,Ensino Superior,AM,6,Contabilidade,Analista Junior
1A11,Armando de Barbosa,Masculino,36,Pardo,Mestrado,RS,7,Compras,Analista Senior
D34E,Jairo Estevao de Andrade Marinho Sheize,Masculino,26,Branco,Ensino Superior,ES,5,Compras,Analista Junior
2C15,Daniela Wendy de Fraga da Silva,Feminino,46,Branco,Ensino Superior,PR,9,Desenvolvimento de Produtos,Analista Junior
ADC8,Wagner Roberval de Paranhos,Masculino,37,Pardo,Mestrado,PA,4,Vendas,Analista Junior
9C5F,Wally de Assis,Masculino,19,Amarelo,Ensino Superior,SC,,Compras,Gerente
E6CC,Decio Ozol Plaospyl Neto,Masculino,19,Preto,Ensino Superior,AL,,Desenvolvimento de Produtos,Analista Pleno
597A,Cristiano Itamar de Pereira,Masculino,25,Preto,Mestrado,PI,6,Compras,Gerente
DB54,Marcos Tabomuwo de Sales,Masculino,29,Branco,Ensino Superior,SP,5,Operacoes,Gerente
4F44,Gustavo Martin Fene de Trindade,Masculino,42,Branco,Mestrado,AP,2,Marketing,Analista Senior
F3E4,Pedro da Silva Junior,Masculino,39,Branco,Ensino Superior,AC,7,Administrativo,Analista Junior
0F77,Yuri de Salvador,Masculino,56,Pardo,Ensino Superior,RS,9,Contabilidade,Analista Pleno
1804,Jean Heitor de Melo,Masculino,19,Pardo,Mestrado,SC,0,Vendas,Gerente
D836,Ricardo Charles de Junqueira,Masculino,23,Branco,Ensino Superior,SP,5,TI,Analista Pleno
3493,Jairo Gilson Gomes,Masculino,30,Pardo,Ensino Superior,MT,7,Desenvolvimento de Produtos,Analista Pleno
FFEC,Tania Anna de Uchoa,Feminino,48,Pardo,Ensino Superior,RJ,5,Operacoes,Gerente
4920,Everton Juliano Shanazman Gomes,Masculino,22,Pardo,Doutorado,SC,4,Contabilidade,Analista Pleno
0F04,Filipe Ricardo Gomes Junior,Masculino,19,Pardo,Ensino Superior,RS,,Desenvolvimento de Produtos,Analista Junior
8F9F,Luis de Arruda,Masculino,32,Pardo,Ensino Superior,PR,8,Recursos Humanos,Analista Junior
5915,Joao Joel de Uchoa,Masculino,36,Branco,Ensino Superior,MA,6,Operacoes,Analista Senior
AE62,Thiago Cleberson de Alencar Sebomiya,Masculino,21,Preto,Pos graduacao,BA,,TI,Analista Pleno
9754,Luzimara Vunapia Moreno de Lemes,Feminino,28,Branco,Ensino Superior,PI,5,Administrativo,Analista Junior
86E0,Mariano Jorge de Pereira Valverde Feozo,Masculino,24,Branco,Ensino Medio,PI,7,Desenvolvimento de Produtos,Analista Senior
39D9,Ricardo de Pereira,Masculino,25,Branco,Ensino Superior,MS,3,Administrativo,Gerente
ACB7,Flaviana Pobbalnniman,Feminino,35,Pardo,Pos graduacao,AP,8,Operacoes,Analista Senior
345A,Cicero Pea Vaz,Masculino,44,Pardo,Ensino Superior,SC,7,Marketing,Gerente
96C1,Amarildo Cicero de Lisboa,Masculino,36,Branco,Ensino Superior,AM,7,Operacoes,Analista Junior
703C,Xerxes Junior de Figueiredo,Masculino,25,Branco,Ensino Superior,PE,7,Desenvolvimento de Produtos,Analista Junior
8581,Jair Arthur Ezinmeymson Jardim,Masculino,39,Branco,Ensino Superior,AC,9,Contabilidade,Gerente
24A9,Isaias Valente,Masculino,30,Pardo,Pos graduacao,GO,5,Compras,Analista Senior
7414,Zulmira Teda,Feminino,26,Preto,Ensino Medio,RJ,3,Operacoes,Analista Senior
453B,Edinaldo Geraldo Ymle dos Santos,Masculino,22,Pardo,Ensino Superior,MG,0,Marketing,Gerente
76FA,Joao Altair de Alcantara,Masculino,22,Branco,Pos graduacao,TO,0,Administrativo,Analista Senior
A38F,Heloisa Francielle da Silva,Feminino,22,Branco,Ensino Superior,CE,4,Administrativo,Analista Junior
0300,Sebastiao David do Nascimento de Leite Shoabazian,Masculino,26,Pardo,Ensino Superior,RN,6,TI,Analista Junior
ABA5,Giuseppe Elano de Barbosa,Masculino,41,Branco,Ensino Superior,SE,7,TI,Analista Senior
B793,Marcio de Leite Salssa,Masculino,26,Preto,Ensino Superior,SP,,Desenvolvimento de Produtos,Gerente
9001,Fagner de Vieira Yovic,Masculino,35,Pardo,Ensino Superior,MG,4,Recursos Humanos,Analista Junior
9C7B,Mariano Albino Pires da Silva de Rezende,Masculino,28,Pardo,Mestrado,MG,7,Marketing,Analista Pleno
3678,Rodrigo Izoeman de Souza,Masculino,19,Branco,Ensino Superior,RJ,3,Vendas,Analista Junior
7BC2,Natalia de Barbosa,Feminino,30,Branco,Pos graduacao,PI,7,Vendas,Analista Junior
3B4E,Alan Rosa de Ferreira Neto,Masculino,30,Amarelo,Ensino Superior,AL,6,Contabilidade,Gerente
C60A,Alberto de Castro,Masculino,31,Branco,Ensino Superior,RO,2,Recursos Humanos,Analista Pleno
EEF0,Frederico Paulo dos Santos,Masculino,20,Branco,Ensino Superior,PR,6,Recursos Humanos,Analista Pleno
B628,Washington Benjamin Duque,Masculino,29,Pardo,Ensino Superior,SC,7,TI,Analista Junior
F110,Benedito Domingos Sanches,Masculino,33,Preto,Ensino Superior,DF,2,TI,Estagiario
6E98,Patrick Nizoz de Alvim Soblua Neto,Masculino,23,Pardo,Ensino Superior,RR,1,Vendas,Gerente
FD3B,Adonis de Matos Nisanisu Rosatto,Masculino,31,Preto,Ensino Superior,PR,4,Vendas,Analista Junior
D4E5,Xerxes Aurelio de Vasconcelos da Mata,Masculino,42,Pardo,Ensino Superior,RJ,7,Vendas,Analista Pleno
B70E,Edivaldo Jose de Chaves,Masculino,30,Pardo,Ensino Superior,MG,3,Compras,Analista Junior
C526,Natalia Raquel Deto de Jesus da Silva,Feminino,31,Branco,Ensino Medio,MA,3,Administrativo,Analista Pleno
D96A,Valter Mukesaze Pitryrn,Masculino,33,Branco,Ensino Superior,SE,5,Contabilidade,Analista Junior
F962,Anderson Lorno Uwogi,Masculino,42,Pardo,Ensino Superior,SP,5,Administrativo,Analista Junior
F2DF,Leo Abilio de Pinheiro dos Pinhais,Masculino,25,Branco,Ensino Superior,AP,7,Desenvolvimento de Produtos,Analista Pleno
7274,Anakin Hase dos Santos,Masculino,23,Branco,Mestrado,MG,7,Compras,Diretor
666B,Isac Agofrosaov de Alcantara Junior,Masculino,22,Pardo,Ensino Superior,RJ,5,Marketing,Gerente
BAD2,Isac Ynuolom de Souza,Masculino,44,Pardo,Ensino Superior,MS,7,Operacoes,Analista Pleno
B8CD,Bento de Viana,Masculino,48,Preto,Mestrado,RJ,8,Operacoes,Analista Senior
7BE0,Marcos Orlando Losphez Bahia,Masculino,33,Preto,Ensino Superior,SP,3,Recursos Humanos,Gerente
FCEF,Quico Edu de Pereira Preto,Masculino,33,Branco,Pos graduacao,MS,10,Operacoes,Diretor
8F26,Jack Martin Pires de Campos Dedrezer,Masculino,32,Branco,Ensino Superior,CE,9,Contabilidade,Analista Junior
CDE1,Rafael Everton de Mello,Masculino,24,Pardo,Pos graduacao,MS,2,Vendas,Analista Senior
5644,Helder do Prado de Britto,Masculino,28,Pardo,Ensino Superior,TO,7,Marketing,Analista Pleno
DD48,Amarildo Leonardo Icipla,Masculino,29,Branco,Ensino Superior,AC,7,Operacoes,Gerente
AA31,Hercules Franco da Silva,Masculino,22,Branco,Doutorado,RS,,Compras,Analista Junior
750A,Daniel da Silva Neaga Duque,Masculino,23,Branco,Ensino Superior,MG,4,Compras,Analista Senior
9E19,Jair Rossi,Masculino,22,Branco,Ensino Superior,SE,6,Operacoes,Analista Pleno
F36A,Victor Bruno de Menezes Bucemem Branco,Masculino,20,Branco,Pos graduacao,SP,3,Desenvolvimento de Produtos,Analista Junior
5A98,Denise Silvia Iskason de Souza Zenikuya,Feminino,38,Pardo,Pos graduacao,SP,2,Operacoes,Analista Pleno
7ED2,Hilton Jaziel Franco de Mendonca,Masculino,20,Pardo,Ensino Superior,RJ,6,TI,Analista Senior
6B45,Abigail Eloa de Ayres do Rio,Feminino,55,Branco,Mestrado,RO,,Administrativo,Analista Senior
52E1,Hercules de Ramos Losa,Masculino,22,Branco,Ensino Superior,RN,3,TI,Analista Pleno
A07B,Wellington Eoer,Masculino,26,Pardo,Ensino Superior,TO,,Administrativo,Analista Pleno
3427,Victor Raul de Maia,Masculino,31,Pardo,Ensino Superior,SE,6,Operacoes,Analista Junior
9EE9,Felipe Mariano de Mendonca,Masculino,39,Branco,Ensino Superior,RO,6,Operacoes,Analista Junior
C1DB,Ricardo Leo da Silva Ornaom,Masculino,30,Pardo,Mestrado,AP,2,Operacoes,Analista Pleno
E58D,Augusto Xavier de Assis,Masculino,30,Pardo,Pos graduacao,RS,6,Desenvolvimento de Produtos,Analista Junior
D511,Livia Cobazi Teles,Feminino,24,Branco,Doutorado,PB,5,Recursos Humanos,Analista Junior
3947,Paulo Saulo Fragoso Mici,Masculino,29,Pardo,Doutorado,PR,,Vendas,Analista Pleno
F2C3,Nicolas Josiel Temoo dos Santos de Menezes,Masculino,47,Branco,Pos graduacao,RJ,10,Vendas,Analista Pleno
56E0,Felipe Jangada,Masculino,42,Branco,Ensino Superior,RJ,8,Compras,Analista Junior
2B08,Milton Naves Pinhao,Masculino,37,Pardo,Doutorado,SP,1,Recursos Humanos,Gerente
EE37,Juan Jose Pohipu,Masculino,22,Branco,Ensino Superior,MG,8,TI,Analista Junior
73B9,Diogo Henrique de Vargas,Masculino,19,Branco,Ensino Medio,SC,,TI,Gerente
23A8,Gustavo de Gusmao Mineiro,Masculino,27,Pardo,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Senior
9DFA,Diogo Laerte Castelo Zokuda Rimelov,Masculino,36,Pardo,Doutorado,RN,7,TI,Analista Pleno
3BA3,Arnaldo Mateus Pafua,Masculino,29,Pardo,Ensino Superior,PR,4,Recursos Humanos,Analista Junior
9612,Ricardo Schneider Terceiro,Masculino,24,Branco,Ensino Superior,RS,4,Administrativo,Analista Senior
66B8,Tomaz Reinaldo de Barbosa Zofoameman da Silva,Masculino,30,Branco,Doutorado,SC,6,Desenvolvimento de Produtos,Analista Junior
7F10,Matilde de Martins,Feminino,40,Branco,Ensino Medio,RJ,10,Recursos Humanos,Analista Junior
9434,Paulo Reshiwashi de Souza,Masculino,26,Pardo,Ensino Superior,MG,7,Contabilidade,Analista Senior
E58D,Fred Eloi Prates,Masculino,18,Branco,Mestrado,RJ,2,TI,Analista Junior
95E6,Hercules Diogo de Oliveira,Masculino,34,Pardo,Mestrado,PI,,Marketing,Analista Junior
C6D5,Demilson do Amazonas de Lemos Mahekope,Masculino,35,Pardo,Ensino Superior,GO,4,Contabilidade,Gerente
C985,Evelyn Jessica Ximenes Branco,Feminino,28,Pardo,Ensino Superior,TO,6,Compras,Analista Pleno
6413,Ezequiel de Camargo Ides,Masculino,20,Pardo,Ensino Superior,AP,1,Compras,Analista Junior
FB13,Tales Plinio Flaylo de Souza,Masculino,46,Pardo,Mestrado,PE,9,Desenvolvimento de Produtos,Analista Senior
5FE9,Everaldo Reinaldo de Pereira,Masculino,38,Pardo,Ensino Superior,AP,5,Desenvolvimento de Produtos,Gerente
88A9,Daniel de Pacheco Junior,Masculino,20,Pardo,Ensino Superior,MG,,TI,Estagiario
D1F0,Rute Ana de Souza,Feminino,28,Pardo,Mestrado,MG,10,Operacoes,Analista Junior
1C8D,Arthur Luiz Vyaov Adro Junior,Masculino,21,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Pleno
8622,Vinicius Danilo Besier Trevisan Ximenes Neto,Masculino,22,Pardo,Pos graduacao,MG,3,Recursos Humanos,Analista Junior
08FB,Nicole Teresa de Pereira Mourao,Feminino,23,Branco,Ensino Superior,RS,3,TI,Analista Junior
2E6F,Toninho Tales de Osorio,Masculino,37,Branco,Ensino Superior,PE,6,TI,Gerente
1FCC,Otto Simao Nepiao,Masculino,31,Pardo,Doutorado,SC,7,Recursos Humanos,Analista Junior
E97D,Adrielle de Macedo Upurner da Silva,Feminino,27,Branco,Ensino Superior,PB,5,Recursos Humanos,Gerente
B48D,Jonas Luis Ciynuzda Drirntha,Masculino,30,Preto,Ensino Superior,RJ,5,Operacoes,Analista Junior
BBA1,Julio Caue Isvel,Masculino,27,Branco,Doutorado,SE,4,Administrativo,Analista Junior
B3ED,Cicera Adriana de Bezerra Marinho,Feminino,33,Branco,Ensino Superior,RS,2,Operacoes,Analista Senior
6CD4,Rodrigo Usurn Junior,Masculino,19,Pardo,Ensino Superior,RJ,,Desenvolvimento de Produtos,Analista Junior
2ED8,Kevin Assison Deouer Neto,Masculino,26,Pardo,Ensino Superior,BA,4,Vendas,Gerente
4279,Felix Miguel Bevozbeman de Miranda,Masculino,25,Branco,Ensino Superior,SC,4,Desenvolvimento de Produtos,Gerente
D5AD,Leila Celia Ilean,Feminino,37,Branco,Ensino Superior,AM,5,Marketing,Analista Junior
1276,Demilson de Oliveira Gomes,Masculino,30,Branco,Ensino Superior,PI,4,Compras,Analista Junior
B7E5,Gilson Marcio Peme,Masculino,47,Pardo,Doutorado,RJ,0,Compras,Estagiario
4135,Frederico Augusto Gois,Masculino,21,Pardo,Mestrado,SP,3,Vendas,Gerente
91DB,Leo Dionisio Krei,Masculino,20,Preto,Ensino Superior,MG,,Recursos Humanos,Analista Pleno
C974,Cicero da Conceicao,Masculino,21,Pardo,Pos graduacao,MG,7,Marketing,Analista Senior
C874,Mariano Nelson de Araujo Ugeba,Masculino,46,Pardo,Ensino Superior,PA,4,Recursos Humanos,Gerente
90D2,Ricardo Schmidt,Masculino,48,Branco,Pos graduacao,PA,4,Compras,Analista Senior
34A0,Fabiano Imugaa Junior,Masculino,23,Branco,Ensino Superior,BA,1,Marketing,Analista Pleno
2902,Carlos Leopoldo Ibres de Peixoto,Masculino,22,Preto,Ensino Superior,RJ,2,Compras,Analista Pleno
483C,Mirian Vanda da Silva,Feminino,30,Pardo,Pos graduacao,SP,2,TI,Analista Senior
1EE5,Itamar Marcio da Luz Uorn,Masculino,42,Pardo,Ensino Medio,DF,0,Recursos Humanos,Analista Junior
F5AB,Joao Luis de Uchoa,Masculino,42,Branco,Mestrado,MG,3,Compras,Analista Senior
DF93,Carmen Ivleol de Vasconcelos,Feminino,45,Branco,Pos graduacao,GO,6,Operacoes,Analista Junior
3AFF,Sonia da Silva Pepiwa,Feminino,20,Branco,Ensino Medio,RO,5,Administrativo,Analista Senior
5E6B,Ricardo Barroso,Masculino,22,Branco,Ensino Superior,MG,5,Compras,Analista Pleno
89B0,Hugo Demy de Souza Borba,Masculino,19,Pardo,Pos graduacao,AC,4,Administrativo,Analista Junior
29C9,Marco Frederico Jezcam Freire,Masculino,34,Pardo,Ensino Superior,RN,3,Vendas,Gerente
0136,Martin Roetobi Gomes,Masculino,36,Branco,Doutorado,RJ,7,Administrativo,Gerente
2B3E,Xerxes da Silva,Masculino,18,Branco,Ensino Superior,RJ,,Marketing,Estagiario
5AC8,Juan de Figueiredo Mourao,Masculino,30,Pardo,Ensino Superior,PA,4,Compras,Analista Junior
9CEF,Wagner da Luz,Masculino,23,Pardo,Doutorado,AM,6,Marketing,Analista Junior
6A71,Isac Yuri Jangada de Meireles Dohesudo,Masculino,22,Preto,Ensino Superior,SP,3,Compras,Analista Pleno
4345,Elias Sebastiao Esscernoze de Souza Visa,Masculino,25,Branco,Ensino Superior,AC,2,Vendas,Analista Junior
593A,Willian Anefia,Masculino,41,Branco,Ensino Superior,RS,6,Contabilidade,Analista Pleno
E281,"Sebastiao A,ngelo Gomes",Masculino,22,Pardo,Ensino Superior,AC,,Marketing,Gerente
E08F,Dilma Christie Fegas,Feminino,29,Pardo,Mestrado,MG,6,TI,Gerente
AADC,Denis Diogo de Simoes,Masculino,36,Branco,Ensino Superior,MA,12,Vendas,Analista Senior
DE69,Eduardo Flavio Oscernaov de Braga,Masculino,35,Branco,Pos graduacao,RS,2,Marketing,Estagiario
EAD1,Alberto Cleber da Silva Duque,Masculino,38,Branco,Ensino Superior,MG,4,TI,Analista Junior
9ACB,Tales Rafael da Silva dos Santos,Masculino,22,Branco,Ensino Superior,PE,,Compras,Gerente
1862,Michel Martinez Junior,Masculino,27,Pardo,Ensino Superior,RJ,4,Contabilidade,Analista Pleno
59EA,Hercules Cleber Ireman d'Avila Yagi,Masculino,27,Pardo,Mestrado,MA,2,Vendas,Gerente
A551,Jean Gustavo de Fonseca,Masculino,44,Pardo,Ensino Medio,RS,8,Marketing,Analista Junior
420A,Luigi Marcos Oeson Bupa,Masculino,40,Branco,Pos graduacao,MG,0,Operacoes,Analista Senior
8B2A,Dante Eduardo da Paixao Unni,Masculino,31,Pardo,Ensino Superior,RS,4,Contabilidade,Analista Junior
A66C,Wesley Otaviano de Oliveira,Masculino,33,Pardo,Ensino Superior,CE,6,Desenvolvimento de Produtos,Analista Pleno
CA84,Baltazar Klein Ezarnizao Camara Junior,Masculino,27,Branco,Ensino Superior,TO,0,Marketing,Gerente
6D23,Jenny Shirley Seixas,Feminino,28,Branco,Ensino Superior,MG,7,Marketing,Analista Pleno
096D,Vitoria Ilvavic Ajonlaz,Feminino,21,Pardo,Ensino Superior,RN,5,Marketing,Analista Pleno
CFFF,Demilson Quembel Junior,Masculino,27,Branco,Ensino Superior,RR,10,Desenvolvimento de Produtos,Analista Junior
F18A,Domingos Ali Fortes Ushu,Masculino,24,Amarelo,Ensino Superior,RS,,Compras,Analista Pleno
B601,Matheus Wilson de Espanha Clulalson dos Santos,Masculino,28,Branco,Ensino Superior,PI,4,Administrativo,Gerente
883D,Felix Gomes de Sales,Masculino,32,Preto,Ensino Superior,SP,1,Marketing,Analista Senior
3DBF,Severino Moreno de Pereira,Masculino,35,Branco,Ensino Superior,AL,5,Compras,Analista Senior
9779,Alfredo Gomes,Masculino,52,Preto,Doutorado,PR,,Compras,Gerente
65B5,Sergio de Alvares da Silva,Masculino,24,Branco,Pos graduacao,RS,,Vendas,Analista Senior
9B86,Karina Igua,Feminino,27,Branco,Ensino Superior,AM,2,Compras,Analista Pleno
69CF,Reinaldo Jonas Sufas,Masculino,49,Branco,Ensino Superior,MS,10,Operacoes,Analista Senior
