,ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
4118,E76A,Rosilda Samia Afroirn,Feminino,31,Branco,Doutorado,PI,8,Compras,Analista Senior
4119,97C2,Anderson Saulo de Albuquerque Nozckibe da Silva,Masculino,19,Pardo,Ensino Superior,TO,,Contabilidade,Analista Pleno
4120,BB63,Manoel Nicolas Eyeson de Souza,Masculino,37,Branco,Ensino Superior,PR,5,Operacoes,Gerente
4121,C2CE,Manuel Ehoko Jihe,Masculino,33,Pardo,Mestrado,SP,0,Compras,Gerente
4122,CD2C,Sandro de Queiroz do Vale Fortes,Masculino,37,Branco,Doutorado,SP,9,Vendas,Analista Junior
4123,7E30,Ivan Eugenio Eilhi,Masculino,46,Branco,Ensino Superior,CE,3,Vendas,Analista Pleno
4124,EEC9,Matheus Fovi Puzasman de Trindade,Masculino,18,Pardo,Mestrado,MG,4,Operacoes,Gerente
4125,7E31,"A,ngelo Isac de Osorio",Masculino,28,Branco,Ensino Superior,MG,6,Vendas,Analista Junior
4126,4FC4,Flavia Valverde de Freitas,Feminino,30,Pardo,Pos graduacao,SC,7,Compras,Analista Senior
4127,B6C4,Ivone Christie dos Santos,Feminino,23,Pardo,Pos graduacao,AL,0,Compras,Analista Senior
4128,4DB3,Jair Reinaldo Oefos de Meireles Rarni,Masculino,21,Pardo,Ensino Superior,AM,2,Vendas,Analista Pleno
4129,DB93,Leonardo Walter Gomes,Masculino,27,Pardo,Ensino Superior,PI,7,Contabilidade,Analista Senior
4130,5B93,Isac da Silva Shiemquaroao de Goncalves Junior,Masculino,33,Branco,Ensino Superior,AL,4,Vendas,Analista Pleno
4131,7D10,Juan Sebastiao de Santana Aroao,Masculino,32,Preto,Doutorado,RN,9,Compras,Gerente
4132,BCBD,Gisele Icassehoa Crunason,Feminino,39,Branco,Ensino Superior,BA,7,Vendas,Estagiario
4133,C18A,Simao Olavo Maciel Junior,Masculino,20,Pardo,Ensino Superior,PE,4,Desenvolvimento de Produtos,Analista Pleno
4134,5042,Pedro Fagner de Noronha,Masculino,33,Branco,Mestrado,MG,4,Desenvolvimento de Produtos,Analista Junior
4135,8005,Eric Gois,Masculino,19,Branco,Pos graduacao,RN,,Recursos Humanos,Analista Junior
4136,64A0,Roberto Benjamin da Silva Finquo,Masculino,28,Pardo,Ensino Medio,RJ,3,Marketing,Estagiario
4137,77F1,Maria Yrnssa,Feminino,42,Branco,Doutorado,SP,4,Marketing,Analista Pleno
4138,20EA,Fatima Leia Oruson Couto,Feminino,32,Branco,Mestrado,MA,4,TI,Estagiario
4139,2C6B,Wilson Romildo das Neves Klein dos Santos,Masculino,37,Pardo,Pos graduacao,DF,12,Operacoes,Gerente
4140,C1AD,Andre dos Santos da Silva Neto,Masculino,18,Branco,Ensino Superior,GO,,TI,Estagiario
4141,1433,Marciane de Osorio Adelito da Silva,Feminino,35,Preto,Ensino Superior,RS,5,Operacoes,Analista Junior
4142,E4D8,Alex Elano Rosa Plila Banhos Neto,Masculino,26,Pardo,Pos graduacao,AC,7,Vendas,Analista Junior
4143,99FE,Isaiane Eliane de Pereira Xalezorna,Feminino,58,Pardo,Mestrado,GO,3,Vendas,Gerente
4144,977F,Andreia de Duarte Portugal,Feminino,22,Pardo,Mestrado,MT,3,Compras,Analista Junior
4145,5B44,"A,ngelo do Maranhao de Salgado Crigucaov",Masculino,27,Pardo,Pos graduacao,SC,3,Compras,Analista Junior
4146,1C42,Cicero Enumorn de Goncalves,Masculino,39,Branco,Ensino Medio,SP,11,Desenvolvimento de Produtos,Analista Senior
4147,CA26,Juliano Ederson Pintevic Voni Junior,Masculino,32,Branco,Ensino Superior,CE,4,TI,Estagiario
4148,DBB0,Mara Maria Ximenes,Feminino,21,Preto,Pos graduacao,RJ,,Marketing,Analista Junior
4149,93A9,Otaviano de Oliveira,Masculino,32,Branco,Ensino Superior,TO,7,Desenvolvimento de Produtos,Analista Junior
4150,641A,Rita da Silva,Feminino,30,Branco,Ensino Superior,RN,4,Administrativo,Gerente
4151,E528,Eric Leonardo Teles Dogite,Masculino,41,Branco,Ensino Medio,PI,,Administrativo,Analista Senior
4152,036B,Diego Ricardo de Almeida Paim,Masculino,25,Branco,Ensino Superior,MG,9,Compras,Gerente
4153,EF23,Manuel de Muniz Pluason,Masculino,29,Pardo,Ensino Medio,MG,4,Vendas,Analista Senior
4154,8E6D,Oseas Banhos,Masculino,31,Pardo,Mestrado,AM,2,Recursos Humanos,Gerente
4155,E0B7,Eustaquio Marco Prates Gutierrez Bita,Masculino,18,Pardo,Ensino Superior,RJ,,Operacoes,Analista Junior
4156,C762,Arnaldo Wally da Silva,Masculino,29,Pardo,Pos graduacao,RS,2,Contabilidade,Analista Senior
4157,AE37,Gabriela Ornbbeman,Feminino,37,Pardo,Mestrado,MT,4,Operacoes,Gerente
4158,D5EF,Jonathas Josiel Nirndoz de Guimaraes,Masculino,27,Branco,Ensino Superior,SP,5,Recursos Humanos,Analista Junior
4159,8E9C,Janaina Karina de Maia,Feminino,18,Branco,Ensino Superior,SP,,Recursos Humanos,Analista Pleno
4160,E88D,Monique Luara Shoarn,Feminino,20,Branco,Ensino Superior,GO,2,Contabilidade,Analista Junior
4161,B3FB,Orlando de Pereira,Masculino,25,Branco,Pos graduacao,RO,7,Compras,Analista Junior
4162,E6F6,Iago Joao de Oliveira Trevisan,Masculino,27,Pardo,Ensino Superior,DF,4,Compras,Analista Junior
4163,B60C,Emilio de Souza Gomes,Masculino,40,Preto,Ensino Medio,RS,6,Administrativo,Estagiario
4164,88DD,Renato Oearn Valente de Assis,Masculino,37,Branco,Mestrado,MG,,Marketing,Analista Junior
4165,09D1,Demilson Gustavo de Sales,Masculino,21,Pardo,Ensino Superior,AM,4,Operacoes,Analista Pleno
4166,9C59,Altino Sergio Ueson Seixas,Masculino,19,Pardo,Pos graduacao,MG,4,Contabilidade,Gerente
4167,807E,Osvaldo Murilo de Queiroz dos Santos,Masculino,32,Preto,Ensino Superior,TO,7,Contabilidade,Gerente
4168,FD2D,Giovanni Felipe de Carvalho Broaplaov Zugato,Masculino,41,Pardo,Ensino Superior,GO,4,Vendas,Gerente
4169,C672,Reginaldo Everaldo de Palhares,Masculino,32,Branco,Ensino Superior,RR,7,Operacoes,Gerente
4170,5FD2,Adilson Umseman Prorneim,Masculino,19,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
4171,64D7,"A,ngelo Aureo da Silva Luaer Blifurui",Masculino,24,Branco,Ensino Superior,GO,5,Administrativo,Analista Junior
4172,8AD6,Rai Elano da Silva,Masculino,48,Branco,Ensino Superior,AM,3,Compras,Analista Senior
4173,D308,Caio Geraldo de Pinheiro Anaeli Junior,Masculino,34,Branco,Ensino Superior,MT,5,Compras,Analista Junior
4174,9458,Simao de Malta Sume,Masculino,20,Pardo,Ensino Superior,PR,3,Operacoes,Analista Pleno
4175,842F,Joyce Taina Riho,Feminino,32,Branco,Ensino Superior,SP,8,TI,Gerente
4176,49C7,Silvair de Farias,Masculino,32,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
4177,34B8,Sonia Castelo Branco de Albuquerque,Feminino,24,Pardo,Doutorado,MG,0,Operacoes,Analista Junior
4178,8D5A,Olavo Fabiano de Cardozo Eshe,Masculino,24,Preto,Doutorado,PA,5,Recursos Humanos,Analista Junior
4179,206C,Marciano Luciano de Meireles,Masculino,37,Pardo,Ensino Superior,RR,3,Recursos Humanos,Analista Junior
4180,5395,Wilson Ride de Souza,Masculino,35,Branco,Ensino Superior,MG,5,Compras,Analista Junior
4181,FC0B,Anderson de Moreira,Masculino,18,Branco,Ensino Superior,RJ,,Administrativo,Analista Pleno
4182,6BFC,Joao Espada Marinho Junior,Masculino,39,Branco,Ensino Superior,RS,10,Vendas,Estagiario
4183,C8A3,Aurelio Avelino de Menezes Osono,Masculino,19,Branco,Ensino Superior,PR,,Operacoes,Estagiario
4184,5A18,Raul Espada,Masculino,19,Branco,Doutorado,RS,,Contabilidade,Analista Senior
4185,2158,Oseas Patrick de Madureira da Silva,Masculino,36,Branco,Ensino Superior,RN,11,Recursos Humanos,Analista Junior
4186,8CC3,Lilian Iupeson de Souza,Feminino,36,Branco,Pos graduacao,SC,,Recursos Humanos,Analista Senior
4187,1105,Mateus Max da Cunha de Muniz,Masculino,47,Preto,Ensino Superior,RS,8,Marketing,Analista Pleno
4188,D785,Ligia Razodivic do Parana,Feminino,19,Branco,Ensino Superior,PE,4,Operacoes,Analista Junior
4189,4F4C,Rodrigo Fernando de Munhoz Junior,Masculino,24,Branco,Pos graduacao,MG,6,Operacoes,Analista Pleno
4190,59AD,Aureo Leopoldo de Viana Xuozbre,Masculino,35,Branco,Ensino Superior,RS,5,Administrativo,Analista Pleno
4191,FFAA,Augusto Antonio Breshiul,Masculino,48,Pardo,Ensino Superior,CE,5,Marketing,Analista Junior
4192,345A,Jaziel Druo Inamdei,Masculino,21,Branco,Ensino Superior,RS,5,TI,Estagiario
4193,9112,Asis Neto de Tavares,Feminino,24,Branco,Ensino Superior,SP,5,Contabilidade,Analista Junior
4194,5CC5,Marcelo Caio de Aguiar Kluspisman,Masculino,20,Branco,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Junior
4195,90A6,Albino de Barboza,Masculino,38,Pardo,Doutorado,GO,14,Contabilidade,Analista Pleno
4196,71A5,Gilson Martin de Siqueira,Masculino,21,Pardo,Ensino Superior,RJ,0,Compras,Analista Pleno
4197,C6EE,Dilma Maisa de Souza,Feminino,26,Pardo,Ensino Superior,PA,10,Contabilidade,Analista Junior
4198,87E7,Frederico Michel de Ferraz Gomes,Masculino,31,Branco,Ensino Superior,SP,4,Operacoes,Analista Senior
4199,12C6,Francisco Armando dos Santos da Silva,Masculino,35,Pardo,Ensino Superior,RN,6,Administrativo,Analista Pleno
4200,10A8,Romildo de Ayres Pyvoman,Masculino,37,Branco,Ensino Superior,MG,6,Administrativo,Analista Junior
4201,5DF4,Kelly Aorn,Feminino,22,Branco,Ensino Medio,SP,6,Contabilidade,Analista Junior
4202,735A,Albino Kraplurni,Masculino,22,Pardo,Doutorado,BA,4,Compras,Analista Senior
4203,8193,Fabio de Antunes Junior,Masculino,19,Preto,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
4204,2CF6,Karl de Sao Pedro Poaeson,Masculino,33,Pardo,Pos graduacao,CE,9,Recursos Humanos,Analista Senior
4205,C54E,Isac Boris Portugal,Masculino,28,Pardo,Ensino Superior,PE,6,Desenvolvimento de Produtos,Analista Pleno
4206,CE8A,Edivaldo Abilio da Silva,Masculino,44,Branco,Ensino Medio,MG,2,Compras,Analista Pleno
4207,F97A,Nathan de Machado,Masculino,31,Branco,Pos graduacao,SP,8,Operacoes,Analista Pleno
4208,4EEB,Bartolomeu Altino Thottio de Macedo,Masculino,21,Pardo,Ensino Superior,RR,5,TI,Analista Pleno
4209,3614,Boris Pablo da Silva,Masculino,30,Branco,Pos graduacao,GO,4,Desenvolvimento de Produtos,Analista Senior
4210,AB2F,"A,ngelo Oifem Ysiruo",Masculino,20,Pardo,Pos graduacao,DF,0,Compras,Analista Pleno
4211,42BD,Selma Uonlivic Alrom,Feminino,21,Pardo,Ensino Superior,RS,6,Administrativo,Analista Pleno
4212,08DF,Alessandre Helder Guedes Junior,Masculino,20,Pardo,Ensino Superior,AC,5,Operacoes,Analista Junior
4213,7D65,Sandra de Paranhos Penedo,Feminino,30,Preto,Ensino Superior,PE,3,Contabilidade,Analista Senior
4214,BDE5,Luara de Pereira,Feminino,21,Preto,Pos graduacao,SP,2,Marketing,Estagiario
4215,F1D5,Jardel Tulio Cavalcante Rogope de Rezende,Masculino,26,Pardo,Ensino Superior,AC,5,Operacoes,Analista Senior
4216,ABCE,Wanda Caroline Jangada Sasu,Feminino,36,Pardo,Ensino Superior,MG,6,Contabilidade,Estagiario
4217,DC37,Aldo Cleber Meizvic de Alvares Pazmysan,Masculino,34,Branco,Ensino Superior,PB,6,Contabilidade,Analista Junior
4218,6C2D,Alessandre de Braga Ozproulern,Masculino,25,Branco,Ensino Superior,MG,0,Operacoes,Analista Junior
4219,E0F3,Juan Ivan Marinho,Masculino,43,Pardo,Doutorado,SP,8,Administrativo,Estagiario
4220,3491,Gabriel Luigi Krunsazson,Masculino,25,Pardo,Ensino Superior,PB,6,Compras,Analista Senior
4221,6CDB,Fabiano Chico Pororn Junior,Masculino,19,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Pleno
4222,9E2A,Francielle de Ayres,Feminino,24,Indigena,Ensino Superior,SE,2,Administrativo,Analista Senior
4223,03E0,Mariano Arthur de Lemes Mizu,Masculino,22,Branco,Ensino Superior,SC,2,Recursos Humanos,Analista Senior
4224,9880,Reginaldo Vernocirntas Junior,Masculino,24,Pardo,Ensino Superior,PI,9,Administrativo,Gerente
4225,312B,Ana Kelly de Borges,Feminino,28,Pardo,Ensino Superior,PA,4,TI,Estagiario
4226,AAC0,Jackson Elias Lesozson de Souza Trevisan,Masculino,35,Branco,Ensino Superior,MA,10,Operacoes,Analista Pleno
4227,2634,Fabricio Urndil Preto,Masculino,29,Pardo,Ensino Medio,PI,0,Administrativo,Gerente
4228,20B5,Suely Aline de Alvares dos Santos Yoruda,Feminino,23,Preto,Pos graduacao,PA,2,Marketing,Analista Senior
4229,B6C3,Matilde Eulalia Jisuwa Plago,Feminino,21,Pardo,Pos graduacao,AP,6,Vendas,Analista Junior
4230,481A,Junior Washington Teles Pimenta Tristao Junior,Masculino,22,Branco,Mestrado,AP,0,Desenvolvimento de Produtos,Analista Pleno
4231,029D,Osvaldo dos Santos Veoman Junior,Masculino,34,Branco,Pos graduacao,SE,7,Operacoes,Analista Pleno
4232,3775,Alessandra Samanta Laruly Gonplulson de Toledo,Feminino,30,Pardo,Doutorado,MG,10,Marketing,Analista Junior
4233,1E2C,Thiago Dretya,Masculino,24,Branco,Doutorado,MG,6,Administrativo,Analista Junior
4234,20CF,Benjamin de Assis,Masculino,34,Pardo,Mestrado,CE,5,Recursos Humanos,Gerente
4235,49EC,Olavo Ismael do Parana de Brandao,Masculino,30,Preto,Ensino Superior,GO,11,Vendas,Analista Pleno
4236,89A6,Ramon Kevin de Souza Bapete Trevisan,Masculino,35,Branco,Ensino Superior,MA,10,Administrativo,Analista Pleno
4237,3136,Paula Mehiyuo Banhos Tiaen,Feminino,37,Branco,Ensino Superior,GO,5,Recursos Humanos,Analista Junior
4238,C6B9,Davi Marciano Pimenta Junior,Masculino,31,Branco,Doutorado,SP,7,TI,Analista Junior
4239,9603,Beto Jonas da Luz do Parana,Masculino,28,Branco,Ensino Superior,PR,5,Vendas,Estagiario
4240,7B91,Heron de Castro,Masculino,36,Branco,Ensino Superior,MG,4,Vendas,Analista Senior
4241,4674,Everton de Noronha Dekaho,Masculino,29,Pardo,Ensino Superior,SC,8,Vendas,Analista Pleno
4242,E641,Avelino de Freitas Gomes,Masculino,24,Pardo,Mestrado,SC,1,Operacoes,Analista Pleno
4243,1ACB,Alberto Manoel da Cunha de Franca Gaya,Masculino,25,Pardo,Ensino Superior,SC,,Desenvolvimento de Produtos,Analista Junior
4244,11BB,Aurelio Otavio Gomes,Masculino,38,Branco,Mestrado,PE,,Marketing,Gerente
4245,4CAE,Marilucia de Souza,Feminino,33,Pardo,Ensino Superior,TO,2,Contabilidade,Analista Pleno
4246,DC13,Simao Doalan Cournson,Masculino,23,Branco,Mestrado,SC,6,Operacoes,Analista Junior
4247,943C,Arthur Buim,Masculino,37,Branco,Pos graduacao,RO,5,Contabilidade,Analista Junior
4248,5561,Laura Pinhao,Feminino,23,Branco,Ensino Superior,MT,4,Recursos Humanos,Analista Pleno
4249,DA7C,Ricardo Marco de Muniz Brizdenan,Masculino,31,Pardo,Mestrado,SE,10,Desenvolvimento de Produtos,Analista Pleno
4250,DE01,Rodrigo Osvaldo Schmidt Syeo,Masculino,41,Preto,Ensino Superior,AM,6,Contabilidade,Analista Junior
4251,1A11,Armando de Barbosa,Masculino,36,Pardo,Mestrado,RS,7,Compras,Analista Senior
4252,D34E,Jairo Estevao de Andrade Marinho Sheize,Masculino,26,Branco,Ensino Superior,ES,5,Compras,Analista Junior
4253,2C15,Daniela Wendy de Fraga da Silva,Feminino,46,Branco,Ensino Superior,PR,9,Desenvolvimento de Produtos,Analista Junior
4254,ADC8,Wagner Roberval de Paranhos,Masculino,37,Pardo,Mestrado,PA,4,Vendas,Analista Junior
4255,9C5F,Wally de Assis,Masculino,19,Amarelo,Ensino Superior,SC,,Compras,Gerente
4256,E6CC,Decio Ozol Plaospyl Neto,Masculino,19,Preto,Ensino Superior,AL,,Desenvolvimento de Produtos,Analista Pleno
4257,597A,Cristiano Itamar de Pereira,Masculino,25,Preto,Mestrado,PI,6,Compras,Gerente
4258,DB54,Marcos Tabomuwo de Sales,Masculino,29,Branco,Ensino Superior,SP,5,Operacoes,Gerente
4259,4F44,Gustavo Martin Fene de Trindade,Masculino,42,Branco,Mestrado,AP,2,Marketing,Analista Senior
4260,F3E4,Pedro da Silva Junior,Masculino,39,Branco,Ensino Superior,AC,7,Administrativo,Analista Junior
4261,0F77,Yuri de Salvador,Masculino,56,Pardo,Ensino Superior,RS,9,Contabilidade,Analista Pleno
4262,1804,Jean Heitor de Melo,Masculino,19,Pardo,Mestrado,SC,0,Vendas,Gerente
4263,D836,Ricardo Charles de Junqueira,Masculino,23,Branco,Ensino Superior,SP,5,TI,Analista Pleno
4264,3493,Jairo Gilson Gomes,Masculino,30,Pardo,Ensino Superior,MT,7,Desenvolvimento de Produtos,Analista Pleno
4265,FFEC,Tania Anna de Uchoa,Feminino,48,Pardo,Ensino Superior,RJ,5,Operacoes,Gerente
4266,4920,Everton Juliano Shanazman Gomes,Masculino,22,Pardo,Doutorado,SC,4,Contabilidade,Analista Pleno
4267,2884,Quirino Eswopepu,Masculino,43,Preto,Pos graduacao,PE,4,TI,Estagiario
4268,0F04,Filipe Ricardo Gomes Junior,Masculino,19,Pardo,Ensino Superior,RS,,Desenvolvimento de Produtos,Analista Junior
4269,8F9F,Luis de Arruda,Masculino,32,Pardo,Ensino Superior,PR,8,Recursos Humanos,Analista Junior
4270,5915,Joao Joel de Uchoa,Masculino,36,Branco,Ensino Superior,MA,6,Operacoes,Analista Senior
4271,AE62,Thiago Cleberson de Alencar Sebomiya,Masculino,21,Preto,Pos graduacao,BA,,TI,Analista Pleno
4272,9754,Luzimara Vunapia Moreno de Lemes,Feminino,28,Branco,Ensino Superior,PI,5,Administrativo,Analista Junior
4273,86E0,Mariano Jorge de Pereira Valverde Feozo,Masculino,24,Branco,Ensino Medio,PI,7,Desenvolvimento de Produtos,Analista Senior
4274,39D9,Ricardo de Pereira,Masculino,25,Branco,Ensino Superior,MS,3,Administrativo,Gerente
4275,ACB7,Flaviana Pobbalnniman,Feminino,35,Pardo,Pos graduacao,AP,8,Operacoes,Analista Senior
4276,345A,Cicero Pea Vaz,Masculino,44,Pardo,Ensino Superior,SC,7,Marketing,Gerente
4277,76F1,Arnaldo Izean Banhos Poke,Masculino,49,Pardo,Ensino Superior,AM,5,Recursos Humanos,Estagiario
4278,96C1,Amarildo Cicero de Lisboa,Masculino,36,Branco,Ensino Superior,AM,7,Operacoes,Analista Junior
4279,703C,Xerxes Junior de Figueiredo,Masculino,25,Branco,Ensino Superior,PE,7,Desenvolvimento de Produtos,Analista Junior
4280,8581,Jair Arthur Ezinmeymson Jardim,Masculino,39,Branco,Ensino Superior,AC,9,Contabilidade,Gerente
4281,24A9,Isaias Valente,Masculino,30,Pardo,Pos graduacao,GO,5,Compras,Analista Senior
4282,7414,Zulmira Teda,Feminino,26,Preto,Ensino Medio,RJ,3,Operacoes,Analista Senior
4283,BA4B,Inacio de Sa Iruyov,Masculino,40,Pardo,Mestrado,AP,7,Recursos Humanos,Estagiario
4284,453B,Edinaldo Geraldo Ymle dos Santos,Masculino,22,Pardo,Ensino Superior,MG,0,Marketing,Gerente
4285,38A3,Jardel de Toledo,Masculino,40,Pardo,Ensino Superior,CE,9,Compras,Estagiario
4286,76FA,Joao Altair de Alcantara,Masculino,22,Branco,Pos graduacao,TO,0,Administrativo,Analista Senior
4287,A38F,Heloisa Francielle da Silva,Feminino,22,Branco,Ensino Superior,CE,4,Administrativo,Analista Junior
4288,0300,Sebastiao David do Nascimento de Leite Shoabazian,Masculino,26,Pardo,Ensino Superior,RN,6,TI,Analista Junior
4289,ABA5,Giuseppe Elano de Barbosa,Masculino,41,Branco,Ensino Superior,SE,7,TI,Analista Senior
4290,B793,Marcio de Leite Salssa,Masculino,26,Preto,Ensino Superior,SP,,Desenvolvimento de Produtos,Gerente
4291,9001,Fagner de Vieira Yovic,Masculino,35,Pardo,Ensino Superior,MG,4,Recursos Humanos,Analista Junior
4292,9C7B,Mariano Albino Pires da Silva de Rezende,Masculino,28,Pardo,Mestrado,MG,7,Marketing,Analista Pleno
4293,3678,Rodrigo Izoeman de Souza,Masculino,19,Branco,Ensino Superior,RJ,3,Vendas,Analista Junior
4294,7BC2,Natalia de Barbosa,Feminino,30,Branco,Pos graduacao,PI,7,Vendas,Analista Junior
4295,3B4E,Alan Rosa de Ferreira Neto,Masculino,30,Amarelo,Ensino Superior,AL,6,Contabilidade,Gerente
4296,C60A,Alberto de Castro,Masculino,31,Branco,Ensino Superior,RO,2,Recursos Humanos,Analista Pleno
4297,EEF0,Frederico Paulo dos Santos,Masculino,20,Branco,Ensino Superior,PR,6,Recursos Humanos,Analista Pleno
4298,B628,Washington Benjamin Duque,Masculino,29,Pardo,Ensino Superior,SC,7,TI,Analista Junior
4299,F110,Benedito Domingos Sanches,Masculino,33,Preto,Ensino Superior,DF,2,TI,Estagiario
4300,B443,Jonathan Franco,Masculino,34,Pardo,Ensino Superior,MG,7,Recursos Humanos,Estagiario
4301,6E98,Patrick Nizoz de Alvim Soblua Neto,Masculino,23,Pardo,Ensino Superior,RR,1,Vendas,Gerente
4302,FD3B,Adonis de Matos Nisanisu Rosatto,Masculino,31,Preto,Ensino Superior,PR,4,Vendas,Analista Junior
4303,D4E5,Xerxes Aurelio de Vasconcelos da Mata,Masculino,42,Pardo,Ensino Superior,RJ,7,Vendas,Analista Pleno
4304,B70E,Edivaldo Jose de Chaves,Masculino,30,Pardo,Ensino Superior,MG,3,Compras,Analista Junior
4305,C526,Natalia Raquel Deto de Jesus da Silva,Feminino,31,Branco,Ensino Medio,MA,3,Administrativo,Analista Pleno
4306,D96A,Valter Mukesaze Pitryrn,Masculino,33,Branco,Ensino Superior,SE,5,Contabilidade,Analista Junior
4307,F962,Anderson Lorno Uwogi,Masculino,42,Pardo,Ensino Superior,SP,5,Administrativo,Analista Junior
4308,F2DF,Leo Abilio de Pinheiro dos Pinhais,Masculino,25,Branco,Ensino Superior,AP,7,Desenvolvimento de Produtos,Analista Pleno
4309,7274,Anakin Hase dos Santos,Masculino,23,Branco,Mestrado,MG,7,Compras,Diretor
4310,666B,Isac Agofrosaov de Alcantara Junior,Masculino,22,Pardo,Ensino Superior,RJ,5,Marketing,Gerente
4311,BAD2,Isac Ynuolom de Souza,Masculino,44,Pardo,Ensino Superior,MS,7,Operacoes,Analista Pleno
4312,B8CD,Bento de Viana,Masculino,48,Preto,Mestrado,RJ,8,Operacoes,Analista Senior
4313,7BE0,Marcos Orlando Losphez Bahia,Masculino,33,Preto,Ensino Superior,SP,3,Recursos Humanos,Gerente
4314,FCEF,Quico Edu de Pereira Preto,Masculino,33,Branco,Pos graduacao,MS,10,Operacoes,Diretor
4315,8F26,Jack Martin Pires de Campos Dedrezer,Masculino,32,Branco,Ensino Superior,CE,9,Contabilidade,Analista Junior
4316,CDE1,Rafael Everton de Mello,Masculino,24,Pardo,Pos graduacao,MS,2,Vendas,Analista Senior
4317,5644,Helder do Prado de Britto,Masculino,28,Pardo,Ensino Superior,TO,7,Marketing,Analista Pleno
4318,DD48,Amarildo Leonardo Icipla,Masculino,29,Branco,Ensino Superior,AC,7,Operacoes,Gerente
4319,4FAB,Rodrigo Ederson da Encarnacao de Salgado,Masculino,31,Pardo,Pos graduacao,RS,5,Desenvolvimento de Produtos,Estagiario
4320,AA31,Hercules Franco da Silva,Masculino,22,Branco,Doutorado,RS,,Compras,Analista Junior
4321,750A,Daniel da Silva Neaga Duque,Masculino,23,Branco,Ensino Superior,MG,4,Compras,Analista Senior
4322,9E19,Jair Rossi,Masculino,22,Branco,Ensino Superior,SE,6,Operacoes,Analista Pleno
4323,F36A,Victor Bruno de Menezes Bucemem Branco,Masculino,20,Branco,Pos graduacao,SP,3,Desenvolvimento de Produtos,Analista Junior
4324,5A98,Denise Silvia Iskason de Souza Zenikuya,Feminino,38,Pardo,Pos graduacao,SP,2,Operacoes,Analista Pleno
4325,7ED2,Hilton Jaziel Franco de Mendonca,Masculino,20,Pardo,Ensino Superior,RJ,6,TI,Analista Senior
4326,6B45,Abigail Eloa de Ayres do Rio,Feminino,55,Branco,Mestrado,RO,,Administrativo,Analista Senior
4327,52E1,Hercules de Ramos Losa,Masculino,22,Branco,Ensino Superior,RN,3,TI,Analista Pleno
4328,A07B,Wellington Eoer,Masculino,26,Pardo,Ensino Superior,TO,,Administrativo,Analista Pleno
4329,3427,Victor Raul de Maia,Masculino,31,Pardo,Ensino Superior,SE,6,Operacoes,Analista Junior
4330,9EE9,Felipe Mariano de Mendonca,Masculino,39,Branco,Ensino Superior,RO,6,Operacoes,Analista Junior
4331,ACE0,Ademar Gizzazo,Masculino,19,Pardo,Ensino Superior,CE,5,Marketing,Estagiario
4332,C1DB,Ricardo Leo da Silva Ornaom,Masculino,30,Pardo,Mestrado,AP,2,Operacoes,Analista Pleno
4333,E58D,Augusto Xavier de Assis,Masculino,30,Pardo,Pos graduacao,RS,6,Desenvolvimento de Produtos,Analista Junior
4334,6B4A,Luan Ali de Araujo Weiss,Masculino,24,Branco,Ensino Medio,MG,7,Vendas,Estagiario
4335,D511,Livia Cobazi Teles,Feminino,24,Branco,Doutorado,PB,5,Recursos Humanos,Analista Junior
4336,3947,Paulo Saulo Fragoso Mici,Masculino,29,Pardo,Doutorado,PR,,Vendas,Analista Pleno
4337,F2C3,Nicolas Josiel Temoo dos Santos de Menezes,Masculino,47,Branco,Pos graduacao,RJ,10,Vendas,Analista Pleno
4338,56E0,Felipe Jangada,Masculino,42,Branco,Ensino Superior,RJ,8,Compras,Analista Junior
4339,2B08,Milton Naves Pinhao,Masculino,37,Pardo,Doutorado,SP,1,Recursos Humanos,Gerente
4340,EE37,Juan Jose Pohipu,Masculino,22,Branco,Ensino Superior,MG,8,TI,Analista Junior
4341,73B9,Diogo Henrique de Vargas,Masculino,19,Branco,Ensino Medio,SC,,TI,Gerente
4342,23A8,Gustavo de Gusmao Mineiro,Masculino,27,Pardo,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Senior
4343,9DFA,Diogo Laerte Castelo Zokuda Rimelov,Masculino,36,Pardo,Doutorado,RN,7,TI,Analista Pleno
4344,3BA3,Arnaldo Mateus Pafua,Masculino,29,Pardo,Ensino Superior,PR,4,Recursos Humanos,Analista Junior
4345,9612,Ricardo Schneider Terceiro,Masculino,24,Branco,Ensino Superior,RS,4,Administrativo,Analista Senior
4346,66B8,Tomaz Reinaldo de Barbosa Zofoameman da Silva,Masculino,30,Branco,Doutorado,SC,6,Desenvolvimento de Produtos,Analista Junior
4347,7F10,Matilde de Martins,Feminino,40,Branco,Ensino Medio,RJ,10,Recursos Humanos,Analista Junior
4348,9434,Paulo Reshiwashi de Souza,Masculino,26,Pardo,Ensino Superior,MG,7,Contabilidade,Analista Senior
4349,E58D,Fred Eloi Prates,Masculino,18,Branco,Mestrado,RJ,2,TI,Analista Junior
